"","Word","I_Zscore","I_Mean_Accuracy","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"18171","mobilization",0.33,0.97,-0.15,1
"18172","mobilize",-0.39,0.91,-0.27,1
"18173","mobilized",-0.39,1,-0.44,1
"18174","mobilizing",-0.27,0.94,-0.48,1
"18175","mobs",-0.26,0.94,-0.65,1
"18176","mob's",-0.3,0.91,-0.36,1
"18177","mobster",0.04,0.88,-0.45,1
"18178","mobsters",-0.07,0.94,-0.28,0.96
"18179","moccasin",0.22,0.9,0.16,1
"18180","moccasins",0.24,0.91,0.31,0.93
"18181","mocha",-0.23,0.85,-0.33,0.96
"18182","mock",-0.55,0.94,-0.56,1
"18183","mocked",-0.46,1,-0.34,1
"18184","mockery",-0.44,0.91,-0.5,0.96
"18185","mocking",-0.42,1,-0.53,1
"18186","mockingbird",-0.21,0.94,-0.42,1
"18187","mockingly",-0.07,0.97,-0.25,0.96
"18188","modal",0.32,0.52,0.04,0.65
"18189","modality",0.2,0.54,0.74,0.81
"18190","mode",-0.68,0.97,-0.61,1
"18191","model",-0.7,0.97,-0.49,1
"18192","modeled",-0.23,0.94,-0.2,1
"18193","modeling",-0.43,1,-0.45,1
"18194","meaningless",0.06,1,-0.08,1
"18195","meanings",-0.48,1,-0.33,0.95
"18196","meanness",-0.08,0.91,0.34,0.95
"18197","means",-0.66,1,-0.38,1
"18198","meant",-0.53,0.94,-0.15,1
"18199","meantime",-0.36,1,0,1
"18200","meanwhile",-0.34,0.97,-0.36,1
"18201","measles",-0.16,1,-0.05,1
"18202","measly",0.18,0.83,-0.14,0.96
"18203","measurable",-0.27,1,0.03,1
"18204","measurably",-0.29,1,-0.07,0.96
"18205","measure",-0.53,0.97,-0.43,1
"18206","measured",-0.36,1,-0.34,1
"18207","measurement",-0.12,1,-0.47,1
"18208","measurements",-0.12,1,-0.24,1
"18209","measures",-0.43,1,-0.58,1
"18210","measuring",-0.24,1,-0.17,1
"18211","meat",-0.75,1,-0.7,1
"18212","meatball",-0.62,0.97,-0.23,1
"18213","meats",-0.54,0.97,-0.55,1
"18214","meaty",-0.2,0.91,-0.42,1
"18215","mecca",0.09,0.88,-0.52,1
"18216","mechanic",-0.37,0.94,0.1,1
"18217","mechanical",-0.44,0.97,-0.07,1
"18218","mechanically",0.04,1,0.29,0.96
"18219","mechanics",-0.33,1,-0.2,1
"18220","mechanic's",0.14,0.91,0.01,1
"18221","mechanism",-0.24,0.94,-0.09,0.85
"18222","mechanisms",-0.12,0.91,-0.11,0.96
"18223","mechanistic",0.69,0.83,0.83,0.74
"18224","mechanization",0.61,0.87,1.1,0.84
"18225","mechanize",-0.37,0.88,0.06,0.85
"18226","mechanized",-0.01,0.94,0.3,0.75
"18227","medal",-0.36,0.91,-0.45,0.96
"18228","medallion",-0.02,0.81,-0.02,1
"18229","medallions",0.45,0.76,0.38,0.9
"18230","medallist",0.3,0.68,0.15,1
"18231","medals",-0.39,1,-0.58,1
"18232","meddle",0.01,0.81,-0.29,1
"18233","meddlesome",0.36,0.5,0.53,0.85
"18234","meddling",0.2,0.88,-0.24,0.89
"18235","media",-0.55,0.97,-0.42,1
"18236","medial",-0.27,0.94,0.1,0.96
"18237","median",-0.26,0.94,-0.19,1
"18238","mediate",-0.38,1,-0.19,0.82
"18239","mediating",0.15,0.97,0.23,0.74
"18240","mediation",-0.12,0.97,0.1,0.77
"18241","mediator",-0.25,0.97,0.52,1
"18242","medic",-0.2,0.74,-0.22,0.96
"18243","medical",-0.55,0.94,-0.47,1
"18244","medically",-0.01,1,-0.21,0.96
"18245","medicare",-0.23,1,-0.2,1
"18246","medicate",-0.24,0.97,-0.11,1
"18247","medication",-0.34,0.97,-0.25,1
"18248","medicinal",0.13,0.74,0.58,0.77
"18249","medicine",-0.44,0.97,-0.52,1
"18250","medicines",0.07,1,-0.11,1
"18251","medics",-0.02,0.84,-0.23,1
"18252","medieval",0.06,0.91,-0.12,0.96
"18253","mediocre",0.14,0.74,-0.17,0.85
"18254","mediocrities",1.12,0.78,0.85,0.84
"18255","mediocrity",0.37,0.74,0.21,0.72
"18256","meditate",-0.13,1,0.13,0.86
"18257","meditated",-0.1,0.97,0.44,0.93
"18258","meditating",0.13,0.88,0.4,1
"18259","meditation",-0.16,1,0.26,0.89
"18260","meditations",-0.02,0.97,0.24,0.92
"18261","meditative",0.51,0.94,0.71,0.85
"18262","medium",-0.63,1,-0.28,1
"18263","mediums",0.2,0.88,-0.1,1
"18264","medium's",-0.42,0.91,-0.26,1
"18265","mediterranean",0.48,0.97,0.37,0.96
"18266","medley",-0.19,0.88,-0.3,1
"18267","meek",-0.28,0.86,-0.63,0.96
"18268","meeker",-0.07,0.45,-0.19,0.96
"18269","meekest",0.49,0.57,0.19,0.96
"18270","meekly",-0.03,0.88,-0.38,1
"18271","meet",-0.61,1,-0.64,1
"18272","meeting",-0.46,1,-0.43,1
"18273","meetinghouse",0.36,1,0.09,1
"18274","meetings",-0.4,1,-0.48,1
"18275","meets",-0.5,1,-0.71,1
"18276","meg",-0.2,0.94,-0.45,1
"18277","megadeath",0.79,0.73,0.32,0.96
"18278","megahertz",0.56,0.53,0.66,0.96
"18279","megalith",0.03,0.27,0.24,0.88
"18280","megalomania",1.42,0.43,1.18,0.67
"18281","megalomaniac",1.1,0.61,1.16,0.72
"18282","megaphone",-0.15,0.97,-0.32,1
"18283","megaton",0.38,0.34,0.9,0.61
"18284","megatons",1.03,0.47,0.53,0.85
"18285","megawatt",0.74,0.56,0.18,0.93
"18286","meiosis",0.64,0.58,0.42,0.88
"18287","mel",-0.13,0.85,-0.52,1
"18288","melancholy",-0.06,0.94,0.18,1
"18289","melange",0.52,0.56,0.47,0.52
"18290","melbourne",0.2,0.82,-0.06,0.97
"18291","meld",0.23,0.65,-0.58,0.93
"18292","melee",-0.04,0.23,0.47,0.75
"18293","meliorate",0.79,0.22,0.74,0.63
"18294","melissa",-0.57,0.97,-0.33,1
"18295","mellow",-0.51,1,-0.53,1
"18296","mellowed",-0.03,0.93,-0.39,1
"18297","melodic",0.03,0.77,0.3,0.88
"18298","melodically",0.49,0.84,1.29,0.57
"18299","melodies",-0.09,0.94,-0.24,1
"18300","melodious",0.26,0.85,0.34,0.88
"18301","melodrama",0.15,0.88,0.03,1
"18302","melodramatic",0.43,0.84,0.42,1
"18303","melody",-0.3,0.97,-0.58,1
"18304","melon",-0.63,0.97,-0.48,0.96
"18305","melt",-0.61,0.97,-0.64,1
"18306","melted",-0.58,1,-0.54,1
"18307","melting",-0.52,0.94,-0.73,1
"18308","member",-0.61,0.97,-0.66,0.97
"18309","members",-0.67,0.97,-0.67,1
"18310","membership",-0.17,0.97,-0.42,1
"18311","memberships",-0.2,1,-0.54,1
"18312","membrane",-0.34,0.94,-0.33,1
"18313","memento",-0.29,0.72,0.1,0.96
"18314","mementoes",0.59,0.52,0.07,0.96
"18315","mementos",0.29,0.81,-0.01,0.92
"18316","memo",-0.45,0.97,-0.25,0.96
"18317","memoir",-0.25,0.79,-0.09,1
"18318","memoirs",0.21,0.94,-0.09,0.96
"18319","memorabilia",0.39,0.97,0.16,0.96
"18320","memorable",-0.41,1,-0.32,0.96
"18321","memoranda",0.63,0.69,0.28,0.96
"18322","memorandum",0.24,0.88,0.19,0.88
"18323","memorial",-0.54,1,-0.34,0.92
"18324","memorialize",0.67,0.93,0.27,0.54
"18325","memorialized",0.58,0.89,0.46,0.72
"18326","memorials",-0.08,0.91,0.39,0.93
"18327","memories",-0.39,1,-0.71,1
"18328","memorization",0.31,1,0.21,1
"18329","memorize",-0.36,0.97,-0.56,1
"18330","memorized",-0.35,0.97,-0.43,1
"18331","memorizing",-0.05,1,-0.46,1
"18332","memory",-0.59,0.97,-0.45,1
"18333","memos",-0.39,0.97,-0.28,1
"18334","memphis",-0.35,0.97,-0.26,1
"18335","men",-0.84,0.97,-0.61,1
"18336","menace",-0.3,0.97,-0.3,0.93
"18337","menaced",0.09,1,-0.02,0.96
"18338","menacing",0,0.91,-0.07,0.93
"18339","menagerie",0.84,0.72,0.55,0.95
"18340","menarche",0.44,0.35,0.54,0.74
"18341","mend",-0.5,0.97,-0.5,1
"18342","mendacious",1.09,0.45,0.98,0.71
"18343","mendacity",0.36,0.25,0.82,0.65
"18344","mended",-0.11,0.94,-0.39,0.96
"18345","mendel",0.12,0.82,-0.12,0.96
"18346","mending",-0.15,0.91,-0.36,1
"18347","menfolk",0.33,0.59,-0.31,1
"18348","menial",0.38,0.65,0.09,0.91
"18349","meninges",0.99,0.32,1.03,0.28
"18350","meningitis",0.61,0.81,0.69,0.96
"18351","mennonite",0.49,0.45,1.3,0.73
"18352","mennonites",1.33,0.29,0.99,0.78
"18353","menopause",-0.03,0.94,-0.13,0.96
"18354","men's",-0.72,1,-0.7,1
"18355","menstruate",0.43,1,0.23,1
"18356","menstruation",0.39,0.97,0.5,0.88
"18357","mental",-0.7,1,-0.69,1
"18358","mentalities",0.46,0.78,0.1,0.83
"18359","mentality",-0.01,1,0.05,0.74
"18360","mentally",-0.38,0.97,-0.38,0.96
"18361","menthol",-0.36,1,-0.03,0.92
"18362","mention",-0.3,0.94,-0.64,1
"18363","mentioned",-0.37,0.97,-0.25,1
"18364","mentioning",-0.03,0.94,-0.2,1
"18365","mentions",-0.47,1,-0.09,0.96
"18366","mentor",-0.32,1,-0.63,1
"18367","menu",-0.52,0.97,-0.59,1
"18368","menus",-0.21,0.88,-0.03,0.84
"18369","meow",-0.41,0.91,-0.49,0.96
"18370","mephistopheles",1.68,0.2,1.52,0.08
"18371","mercantile",0.13,0.65,0.59,0.85
"18372","mercedes",-0.12,0.97,0.07,1
"18373","mercenaries",0.35,0.81,0.41,0.88
"18374","mercenary",0.4,0.85,0.47,0.96
"18375","mercer",0.21,0.74,-0.26,0.92
"18376","mercers",0.26,0.63,0.39,0.84
"18377","merchandise",-0.22,1,-0.24,1
"18378","merchandising",0.32,0.97,0.25,0.96
"18379","merchant",-0.39,0.97,-0.46,1
"18380","merchants",-0.39,0.97,-0.29,1
"18381","merciful",-0.08,0.94,-0.17,0.96
"18382","mercifully",-0.04,0.97,-0.02,0.93
"18383","merciless",0.04,0.97,0.27,0.85
"18384","mercilessly",0,0.8,0.32,0.85
"18385","mercurial",0.67,0.42,0.35,0.64
"18386","mercury",-0.61,1,-0.22,0.96
"18387","mercy",-0.59,1,-0.45,0.96
"18388","mere",-0.12,0.85,-0.3,0.88
"18389","meredith",-0.2,0.88,-0.19,1
"18390","meredith's",-0.07,0.97,-0.02,0.96
"18391","merely",-0.31,0.97,0.06,0.92
"18392","merge",-0.4,1,-0.4,1
"18393","merged",-0.28,0.97,-0.55,1
"18394","merger",-0.31,1,-0.26,1
"18395","mergers",-0.04,0.88,-0.39,0.96
"18396","merges",-0.32,0.85,-0.5,1
"18397","merging",-0.34,0.97,-0.54,1
"18398","meridian",0.17,0.97,0.13,1
"18399","meringue",0.69,0.65,0.67,0.37
"18400","merit",-0.43,1,-0.5,1
"18401","merited",0.12,0.79,0.27,0.96
"18402","meritorious",1.17,0.27,1.31,0.52
"18403","merits",-0.27,0.94,-0.12,1
"18404","mermaid",-0.34,1,-0.2,1
"18405","merman",0.45,0.44,0.18,0.8
"18406","merriest",0.47,0.65,0.22,0.96
"18407","merrily",-0.03,0.91,-0.16,0.96
"18408","merriment",0.04,0.59,-0.02,0.92
"18409","merry",-0.24,0.97,-0.27,0.96
"18410","mesa",-0.07,0.53,-0.1,0.96
"18411","mescal",0.82,0.09,-0.09,0.69
"18412","mescalin",0.63,0.27,0.72,0.52
"18413","merrymaker",0.48,0.82,-0.12,1
"18414","merrymaking",0.41,0.87,-0.19,0.93
"18415","mesh",-0.45,0.97,-0.53,0.96
"18416","mesmeric",0.54,0.67,0.34,0.59
"18417","mesmerize",0.19,0.87,0.05,1
"18418","mesmerized",0.36,0.94,0.1,1
"18419","mess",-0.6,1,-0.59,1
"18420","message",-0.64,0.97,-0.53,0.96
"18421","messages",-0.14,0.88,-0.4,1
"18422","messed",-0.47,0.94,-0.45,1
"18423","messenger",-0.59,0.97,-0.55,0.96
"18424","messengers",0.06,0.97,-0.26,0.96
"18425","messes",-0.25,0.73,-0.34,0.96
"18426","messiah",-0.14,0.94,0.04,1
"18427","messing",-0.32,0.94,-0.68,1
"18428","messy",-0.54,1,-0.61,1
"18429","met",-0.52,1,-0.64,0.96
"18430","metabolic",-0.29,1,-0.01,0.86
"18431","meteor",-0.08,0.88,0.27,1
"18432","meteoric",0.11,0.85,1.47,0.5
"18433","meteorite",0.17,0.91,0.3,1
"18434","metabolism",-0.38,1,-0.08,0.93
"18435","metabolize",-0.22,1,0.13,0.96
"18436","metabolized",-0.01,1,0.26,0.92
"18437","metacarpal",0.6,0.76,0.99,1
"18438","metal",-0.68,0.97,-0.6,1
"18439","metallic",-0.31,0.97,-0.14,1
"18440","metallurgy",0.22,0.46,1.09,0.5
"18441","metals",-0.64,1,-0.39,0.96
"18442","metalsmiths",0.91,0.73,0.63,0.92
"18443","metalwork",-0.26,0.91,-0.27,1
"18444","metalworking",0.41,0.97,0.25,1
"18445","metamorphic",0.08,0.97,0.11,1
"18446","metamorphose",0.4,0.63,0.12,0.76
"18447","metamorphosed",0.78,0.71,0.49,0.54
"18448","metamorphosis",0.12,1,0.11,0.89
"18449","metaphor",-0.37,0.94,-0.41,1
"18450","metaphorical",0.21,0.94,-0.01,1
"18451","metaphors",-0.32,0.94,-0.41,0.96
"18452","metaphysic",0.39,0.82,0.44,1
"18453","metatarsal",1.06,0.28,1.33,0.83
"18454","metaphysical",0.4,0.91,0.52,0.96
"18455","metaphysics",0.36,0.84,0.15,0.96
"18456","meteorites",0.61,0.83,0.43,0.93
"18457","meteoroid",0.11,1,0.61,0.83
"18458","meteorological",0.84,0.94,0.63,0.78
"18459","meteorology",0.31,0.9,0.16,0.83
"18460","meteors",-0.17,0.87,0.18,0.92
"18461","meter",-0.67,1,-0.26,0.93
"18462","metered",0.16,0.94,-0.16,0.96
"18463","metering",0.42,0.71,0.47,0.93
"18464","meters",-0.41,0.94,-0.4,1
"18465","methane",-0.02,0.85,-0.24,1
"18466","methanol",0.17,0.81,0.07,0.96
"18467","method",-0.34,1,-0.67,1
"18468","methodical",-0.04,0.97,-0.05,0.91
"18469","methodically",0.1,0.94,0.42,0.71
"18470","methodism",0.12,0.88,0.48,0.85
"18471","methodist",-0.14,0.97,-0.29,1
"18472","methodists",0.01,0.94,-0.14,1
"18473","methodological",0.78,0.94,0.61,0.5
"18474","mexico's",-0.43,0.94,-0.32,1
"18475","methodology",0.35,0.84,0.08,0.83
"18476","methods",-0.68,1,-0.49,1
"18477","methyl",0.31,0.7,0.34,0.81
"18478","meticulous",0.04,0.76,0.16,0.92
"18479","meticulously",0.15,0.79,0.16,0.88
"18480","metric",-0.07,0.94,-0.38,1
"18481","metrical",0.43,0.81,0.24,0.92
"18482","metrically",0.67,0.63,0.92,0.76
"18483","metro",-0.42,1,-0.67,1
"18484","metronome",0.79,0.59,0.69,0.92
"18485","metropolis",-0.02,0.88,0.25,0.89
"18486","metropolitan",0.18,0.97,0.03,0.89
"18487","metropolitanization",1.81,0.82,0.99,0.43
"18488","mets",-0.32,0.85,-0.61,1
"18489","mettle",0.32,0.59,-0.29,0.96
"18490","mettlesome",0.54,0.6,0.06,0.97
"18491","mew",0.07,0.3,0.03,0.65
"18492","mewed",0.65,0.44,0.54,0.73
"18493","mexican",-0.6,1,-0.68,1
"18494","mexicans",-0.31,0.97,-0.41,1
"18495","mexico",-0.58,0.97,-0.58,1
"18496","mezzanine",0.62,0.56,0.67,0.91
"18497","mezzo",0.8,0.26,0.03,0.68
"18498","miami",-0.6,1,-0.56,1
"18499","miami's",-0.24,1,-0.09,1
"18500","mica",0.34,0.55,0.08,0.72
"18501","mice",-0.66,0.91,-0.76,1
"18502","michael",-0.57,1,-0.46,1
"18503","michael's",-0.45,1,-0.26,0.96
"18504","michelangelo",0.5,0.94,0.39,0.96
"18505","michelangelo's",0.42,1,0.76,0.93
"18506","michigan",-0.42,0.97,-0.42,1
"18507","mickey",-0.53,1,-0.43,1
"18508","mickey's",-0.56,0.97,-0.38,0.96
"18509","microanalysis",1.23,0.81,0.83,0.77
"18510","microbe",0.45,0.82,-0.09,1
"18511","microbial",0.7,0.58,0.18,0.84
"18512","microbiology",0.21,1,-0.04,0.93
"18513","microcosm",1.16,0.39,0.65,0.58
"18514","microfiche",1.25,0.49,0.64,0.65
"18515","microfilm",0.02,0.91,-0.12,1
"18516","microchemistry",0.89,0.93,0.77,0.96
"18517","micrometer",0.24,0.91,0.26,0.96
"18518","micrometers",0.69,0.94,0.1,0.85
"18519","micron",0.46,0.63,-0.18,0.96
"18520","microns",0.4,0.58,0.25,0.88
"18521","microorganism",1.02,0.88,0.66,0.93
"18522","microorganisms",1,0.84,0.9,0.93
"18523","microphone",-0.14,1,-0.62,1
"18524","microphones",-0.06,0.94,-0.39,1
"18525","microphoning",1.02,0.78,0.22,0.96
"18526","microscope",0.08,1,-0.41,1
"18527","microscopes",0.2,0.94,-0.19,1
"18528","microscopic",0.14,0.97,0.19,1
"18529","microscopical",1.05,0.79,0.69,0.59
"18530","microscopically",1.07,0.84,0.72,0.86
"18531","microscopy",0.41,0.73,0.85,0.8
"18532","microsecond",0.65,0.67,0.59,0.93
"18533","microseconds",0.45,0.82,0.46,1
"18534","microwave",-0.3,0.97,-0.47,0.96
"18535","microwaves",-0.09,1,-0.3,1
"18536","midair",0.38,0.75,0.12,0.96
"18537","midas",-0.06,0.88,0.29,0.93
"18538","midday",0.16,0.79,-0.05,0.96
"18539","middle",-0.51,0.94,-0.37,1
"18540","middlebrow",0.76,0.71,0.13,0.85
"18541","middleman",0.07,0.97,-0.17,0.96
"18542","middles",0.09,0.85,-0.36,0.96
"18543","middleweight",0.3,0.97,0.02,1
"18544","middling",0.27,0.41,0.17,0.92
"18545","midge",0.36,0.26,-0.37,0.93
"18546","midget",-0.38,0.97,-0.6,1
"18547","midland",-0.12,1,-0.12,0.96
"18548","midmorning",0.42,0.71,0.42,0.96
"18549","midmost",0.29,0.53,0.09,0.96
"18550","midnight",-0.28,1,-0.36,1
"18551","midpoint",-0.4,1,-0.48,1
"18552","midriff",0.24,0.68,-0.33,0.96
"18553","midship",0.59,0.74,-0.13,0.96
"18554","midshipman",0.95,0.45,0.92,0.83
"18555","midshipmen",1.4,0.48,0.89,0.91
"18556","midst",-0.3,0.86,-0.33,0.92
"18557","midstream",-0.12,0.94,-0.13,1
"18558","midsts",0.55,0.65,-0.04,0.93
"18559","midsummer",-0.1,1,-0.06,0.96
"18560","midway",-0.51,0.97,-0.54,1
"18561","midweek",0.4,0.91,-0.28,0.96
"18562","midwest",-0.49,1,-0.39,1
"18563","midwestern",-0.2,0.85,-0.13,1
"18564","midwesterners",1.2,0.88,0.61,1
"18565","midwife",-0.06,1,-0.4,1
"18566","miff",0.27,0.36,-0.75,0.91
"18567","miffed",0.34,0.41,-0.2,0.92
"18568","might",-0.63,0.97,-0.7,0.97
"18569","mightiest",0.56,0.85,0.3,0.93
"18570","mightily",0.34,0.72,0.44,0.85
"18571","mighty",-0.46,1,-0.53,1
"18572","migraine",0.08,0.94,-0.08,1
"18573","migrant",-0.32,0.88,-0.41,1
"18574","migrants",-0.16,0.86,0.1,0.92
"18575","migrate",-0.17,0.94,-0.17,0.96
"18576","manipulators",0.26,0.94,0.29,1
"18577","manitoba",0.18,0.67,0.79,0.77
"18578","mankind",-0.57,1,-0.54,1
"18579","mankind's",-0.2,0.94,-0.32,1
"18580","manlike",-0.09,0.97,-0.42,0.96
"18581","manliness",0.47,0.81,0.4,0.88
"18582","manly",-0.3,0.91,-0.47,0.96
"18583","manmade",0.34,0.79,0.03,1
"18584","manna",0.47,0.29,0.14,0.75
"18585","manned",-0.02,0.85,-0.33,0.92
"18586","mannequin",0.45,0.67,0.25,0.85
"18587","manner",-0.63,0.97,-0.6,1
"18588","mannered",-0.02,0.97,-0.09,1
"18589","mannerism",0.06,0.91,-0.09,0.96
"18590","mannerisms",0.37,0.78,0.26,1
"18591","mannerly",0.01,0.85,-0.22,1
"18592","manners",-0.46,0.94,-0.54,1
"18593","manning",0.49,0.67,-0.28,0.96
"18594","manor",-0.17,1,-0.39,1
"18595","manors",-0.15,0.94,-0.37,0.96
"18596","manpower",-0.31,0.94,-0.45,1
"18597","man's",-0.73,1,-0.59,1
"18598","manservant",0.5,0.47,0.64,1
"18599","mansion",-0.18,1,-0.43,0.92
"18600","mansions",-0.11,0.91,-0.18,1
"18601","mansion's",-0.03,0.91,0.17,1
"18602","manslaughter",0.4,0.94,-0.17,0.96
"18603","mantel",0.35,0.79,-0.46,0.92
"18604","mantelpiece",0.61,0.84,0.1,1
"18605","mantic",-0.22,0.56,0.15,0.92
"18606","mantis",0.12,0.56,-0.11,0.96
"18607","mantle",-0.53,0.94,-0.48,1
"18608","mantlepiece",0.5,0.91,0.23,1
"18609","mantle's",0.25,0.88,-0.12,1
"18610","mantrap",0.76,0.71,-0.18,0.96
"18611","manual",-0.53,0.97,-0.18,1
"18612","manually",-0.21,0.94,-0.22,1
"18613","manuals",-0.43,0.97,-0.53,1
"18614","manuel",-0.13,0.83,-0.46,0.85
"18615","manufacture",-0.1,0.91,-0.12,1
"18616","manufactured",-0.18,1,-0.16,1
"18617","manufacturer's",0.07,0.97,-0.22,0.96
"18618","manufactures",0.52,1,-0.21,0.93
"18619","manure",0.15,0.94,0.14,0.92
"18620","manufacturer",0.27,1,-0.36,1
"18621","manufacturers",0.14,1,-0.04,1
"18622","manufacturing",0.14,0.94,-0.08,1
"18623","manuscript",-0.22,0.94,-0.21,1
"18624","manuscripts",-0.07,0.91,-0.12,1
"18625","many",-0.57,0.88,-0.44,1
"18626","map",-0.68,1,-0.52,1
"18627","maple",-0.47,0.94,-0.39,1
"18628","maples",0.22,0.81,-0.27,1
"18629","mapped",-0.01,0.91,-0.46,1
"18630","mapping",-0.35,0.97,-0.3,1
"18631","maps",-0.52,1,-0.76,1
"18632","mar",0.24,0.44,-0.45,1
"18633","maraschino",0.55,0.48,0.21,0.64
"18634","marathon",-0.27,0.91,-0.41,0.96
"18635","maraud",0.86,0.19,0.24,0.69
"18636","marauder",0.18,0.39,0.76,0.71
"18637","marauders",0.1,0.52,0.65,0.72
"18638","marble",-0.24,0.94,-0.6,1
"18639","marbleized",-0.07,0.52,0.23,0.85
"18640","marbleizing",1.58,0.3,0.25,0.89
"18641","marbles",-0.47,0.97,-0.57,1
"18642","marcel",-0.18,0.68,-0.1,0.79
"18643","marcellus",0.59,0.65,0.26,0.79
"18644","march",-0.64,1,-0.75,1
"18645","marched",-0.43,0.97,-0.52,0.96
"18646","marcher",-0.09,0.85,-0.27,1
"18647","marches",-0.39,0.97,-0.48,0.93
"18648","marching",-0.57,1,-0.54,1
"18649","marcus",-0.22,0.97,-0.42,1
"18650","mare",-0.39,0.79,-0.29,0.92
"18651","mares",0.01,0.85,-0.49,0.93
"18652","mare's",0.21,0.59,0.05,0.96
"18653","margaret",-0.17,0.91,-0.1,0.93
"18654","margarine",0.11,1,-0.03,0.96
"18655","marge",-0.08,0.76,-0.33,1
"18656","margin",-0.42,0.94,-0.43,1
"18657","marginal",-0.16,0.91,-0.07,1
"18658","marginally",0.02,0.9,0.31,0.96
"18659","margins",-0.51,1,-0.46,1
"18660","maria",-0.72,0.94,-0.35,0.96
"18661","marie",-0.38,0.97,-0.37,0.89
"18662","marigold",0.08,0.79,0.19,0.92
"18663","marijuana",-0.1,0.97,-0.13,1
"18664","marilyn",0.06,0.88,-0.07,1
"18665","marimba",0.95,0.19,0.5,0.78
"18666","marina",0.44,0.78,0.55,0.91
"18667","marinade",0.02,0.89,0.03,0.96
"18668","marinas",1.04,0.53,0.67,0.95
"18669","marinate",0.02,0.91,0.08,1
"18670","marinated",0.25,1,0.1,0.96
"18671","marinating",0.74,0.78,0.41,0.93
"18672","marine",-0.42,0.94,-0.31,0.96
"18673","mariner",-0.12,0.91,0.44,0.88
"18674","marines",-0.16,0.91,-0.2,1
"18675","marine's",-0.08,1,-0.27,1
"18676","mario",-0.34,1,-0.38,1
"18677","marionette",0.07,0.67,0.35,0.89
"18678","marionettes",0.71,0.67,0.94,0.95
"18679","marital",-0.06,0.97,0.13,0.78
"18680","maritime",0.44,0.65,0.16,0.96
"18681","mark",-0.47,0.97,-0.73,1
"18682","markdown",-0.27,0.97,-0.48,1
"18683","marked",-0.54,0.97,-0.6,1
"18684","markedly",0.01,0.7,-0.15,0.93
"18685","marker",-0.65,1,-0.6,1
"18686","markers",-0.5,1,-0.59,1
"18687","market",-0.74,1,-0.68,1
"18688","marketability",0.72,1,-0.09,0.83
"18689","marketable",-0.16,1,-0.37,0.96
"18690","marketed",-0.48,1,-0.41,0.96
"18691","marketing",-0.46,1,-0.65,1
"18692","marketings",-0.26,0.91,-0.13,0.96
"18693","marketplace",-0.54,1,-0.27,1
"18694","markets",-0.54,0.97,-0.57,0.96
"18695","marking",-0.44,0.97,-0.48,1
"18696","markings",-0.45,1,-0.26,1
"18697","marks",-0.58,0.91,-0.76,1
"18698","mark's",-0.45,1,-0.6,1
"18699","marksman",0.14,0.97,-0.22,1
"18700","marksman's",0.07,0.88,-0.01,0.93
"18701","marksmanship",0.69,1,-0.12,0.93
"18702","markup",-0.29,0.91,-0.45,1
"18703","marlborough",0.76,0.6,0.59,0.85
"18704","marlene",-0.07,0.8,-0.15,1
"18705","marlin",0.27,0.7,-0.2,1
"18706","marlin's",0.23,0.82,-0.15,1
"18707","marmalade",0.36,0.81,0.3,0.93
"18708","marmoset",1.12,0.38,0.45,0.75
"18709","maroon",0.07,0.88,-0.18,1
"18710","marooned",0.33,0.76,-0.05,1
"18711","marquee",0.17,0.76,0.06,0.96
"18712","marquees",0.28,0.67,-0.03,0.92
"18713","marquis",0.44,0.77,0.2,0.86
"18714","marred",0.33,0.58,0.03,0.81
"18715","marriage",-0.61,1,-0.52,0.96
"18716","marriageable",1.21,0.61,0.46,0.92
"18717","marriages",-0.24,1,-0.43,1
"18718","married",-0.75,1,-0.62,1
"18719","marries",-0.14,1,-0.46,0.96
"18720","marring",0.42,0.48,0.4,0.68
"18721","marrow",-0.2,0.63,-0.05,0.92
"18722","marrowbones",1.11,0.58,0.77,0.88
"18723","marry",-0.47,0.97,-0.65,1
"18724","marrying",-0.41,0.97,-0.39,1
"18725","mars",-0.73,0.97,-0.75,1
"18726","marsh",-0.28,0.94,-0.57,1
"18727","marsha",-0.23,0.97,-0.43,1
"18728","marshal",0.02,0.88,-0.44,1
"18729","marshaling",0.57,0.4,0.11,0.82
"18730","marshall",-0.44,0.94,-0.46,1
"18731","marshalled",0,0.82,-0.12,1
"18732","marshalling",0.55,0.5,0.28,0.96
"18733","marshall's",-0.2,0.94,-0.35,0.96
"18734","marshes",-0.28,0.91,-0.48,1
"18735","marshmallow",-0.07,1,-0.43,0.96
"18736","marshmallows",0.13,0.94,-0.39,0.96
"18737","marsh's",-0.08,0.91,-0.67,1
"18738","marshy",0.06,0.82,-0.5,1
"18739","marsupial",0.41,0.74,0.41,1
"18740","mart",0.02,0.62,-0.61,1
"18741","martha",-0.4,1,-0.43,1
"18742","martha's",-0.27,0.94,-0.43,1
"18743","martial",-0.22,0.97,-0.31,0.92
"18744","martian",-0.06,0.97,0.22,1
"18745","martians",0.03,0.97,-0.03,0.92
"18746","martin",-0.42,1,-0.55,1
"18747","martini",0.12,0.91,0.04,0.96
"18748","martinis",0.45,0.58,0.43,1
"18749","martin's",-0.58,1,-0.47,1
"18750","marts",0.56,0.3,-0.44,1
"18751","marty",-0.33,0.94,-0.33,1
"18752","martyr",0.14,0.69,0,0.93
"18753","martyrdom",0.47,0.74,0.57,0.8
