"Word","Length","Log_Freq_HAL","NPhon","NSyll"
"crowed","6","4.963","4","1"
"crowfoot","8","3.466","6","2"
"crowing","7","5.165","5","2"
"crown","5","9.101","4","1"
"crowned","7","6.310","5","1"
"crowning","8","5.380","6","2"
"crowns","6","6.215","5","1"
"crows","5","6.989","4","1"
"crucial","7","8.564","5","2"
"crucially","9","5.081","6","3"
"crucible","8","5.553","7","3"
"crucibles","9","2.708","8","3"
"crucified","9","6.720","8","3"
"crucifix","8","5.438","9","3"
"crucifixion","11","6.168","10","4"
"cruciform","9","2.890","9","3"
"crucify","7","6.188","7","3"
"crucifying","10","3.912","9","4"
"crude","5","8.117","4","1"
"crudely","7","5.707","6","2"
"crudest","7","4.357","7","2"
"cruel","5","8.552","5","1"
"cruelly","7","5.756","6","2"
"cruelty","7","7.358","7","2"
"cruise","6","8.925","4","1"
"cruiser","7","7.619","5","2"
"cruisers","8","6.646","6","2"
"cruises","7","7.139","6","2"
"cruising","8","7.758","6","2"
"crumb","5","5.829","4","1"
"crumble","7","8.106","6","2"
"crumbled","8","5.802","7","2"
"crumbling","9","6.315","8","3"
"crumbly","7","4.771","7","3"
"crummy","6","6.571","5","2"
"crumpet","7","3.829","7","2"
"crumple","7","4.663","6","2"
"crumpled","8","5.826","7","2"
"crunch","6","7.479","5","1"
"crunched","8","5.231","6","1"
"crunchy","7","6.417","6","2"
"crusade","7","8.890","6","2"
"crusader","8","7.198","7","3"
"crusaders","9","6.607","8","3"
"crusades","8","6.714","7","2"
"crusading","9","4.771","8","3"
"crush","5","8.181","4","1"
"crushed","7","8.023","5","1"
"crusher","7","8.167","5","2"
"crushers","8","4.290","6","2"
"crushing","8","7.249","6","2"
"crust","5","7.296","5","1"
"crustacean","10","4.533","8","3"
"crusty","6","6.409","6","2"
"crutch","6","6.384","4","1"
"crutches","8","5.673","6","2"
"crux","4","6.739","5","1"
"cry","3","9.492","3","1"
"crybaby","7","5.553","7","3"
"crying","6","8.836","5","2"
"crypt","5","8.257","5","1"
"cryptic","7","7.525","7","2"
"cryptogram","10","4.431","10","3"
"cryptographic","13","7.215","12","4"
"cryptography","12","8.240","11","4"
"crystal","7","9.506","6","2"
"crystalline","11","6.810","8","3"
"crystallite","11","0.000","8","3"
"crystallization","15","4.700","11","5"
"crystallize","11","4.078","8","3"
"crystallized","12","4.934","9","3"
"crystallizing","13","3.367","10","4"
"crystallographers","17","2.944","13","5"
"crystallography","15","5.375","12","5"
"crystals","8","7.812","7","2"
"cub","3","7.182","3","1"
"Cuba","4","8.820","5","2"
"Cuban","5","7.925","6","2"
"Cubans","6","6.418","7","2"
"Cuba's","6","5.342","6","2"
"cubbyhole","9","3.219","7","3"
"cube","4","8.523","4","1"
"cubed","5","5.468","5","1"
"cubes","5","7.307","5","1"
"cubic","5","7.479","6","2"
"cubical","7","3.951","7","3"
"cubicle","7","5.656","7","3"
"cubism","6","3.091","7","3"
"cubist","6","3.466","7","2"
"cubists","7","2.639","8","2"
"cubs","4","7.208","4","1"
"cub's","5","2.944","4","1"
"cuckold","7","2.303","6","2"
"cuckoo","6","5.257","4","2"
"cucumber","8","6.537","8","3"
"cud","3","6.838","3","1"
"cuddle","6","6.389","4","2"
"cudgels","7","3.466","6","2"
"cue","3","7.941","3","1"
"cues","4","7.083","4","1"
"cuff","4","6.727","3","1"
"cufflinks","9","3.497","8","2"
"cuffs","5","6.896","4","1"
"cuisine","7","6.912","6","2"
"culinary","8","6.111","8","4"
"cull","4","5.844","3","1"
"culminate","9","4.934","8","3"
"culminated","10","5.700","10","4"
"culminates","10","4.554","9","3"
"culminating","11","6.458","10","4"
"culmination","11","6.260","9","4"
"culpable","8","5.756","7","3"
"culprit","7","7.309","7","2"
"culprits","8","6.075","8","2"
"cult","4","9.292","4","1"
"cultist","7","5.004","7","2"
"cultivable","10","3.761","9","4"
"cultivate","9","6.413","8","3"
"cultivated","10","6.765","10","4"
"cultivates","10","4.127","9","3"
"cultivating","11","5.900","10","4"
"cultivation","11","6.535","9","4"
"cults","5","7.619","5","1"
"cultural","8","9.864","7","3"
"culturally","10","7.328","8","4"
"culture","7","10.554","5","2"
"cultured","8","6.750","6","2"
"cultures","8","9.080","6","2"
"culture's","9","5.220","6","2"
"culvert","7","4.205","6","2"
"cumbersome","10","7.053","7","3"
"cumin","5","6.050","5","2"
"cummerbund","10","3.332","8","3"
"cumulate","8","1.946","9","3"
"cumulation","10","2.890","10","4"
"cumulative","10","7.449","11","4"
"cumulus","7","4.466","9","3"
"cuneiform","9","4.828","10","3"
"cunnilingus","11","5.460","10","4"
"cunning","7","6.969","5","2"
"cunningly","9","5.170","7","3"
"cup","3","10.233","3","1"
"cupbearer","9","1.609","7","3"
"cupboard","8","6.335","5","2"
"cupboards","9","4.956","6","2"
"cupcake","7","4.369","6","2"
"cupful","6","2.890","6","2"
"cupid","5","5.602","6","2"
"cupped","6","6.436","4","1"
"cups","4","8.653","4","1"
"curable","7","5.231","7","3"
"curate","6","3.497","6","2"
"curative","8","4.727","8","3"
"curator","7","6.593","7","3"
"curb","4","7.622","3","1"
"curbing","7","5.476","5","2"
"curbs","5","5.620","4","1"
"curbside","8","4.094","6","2"
"curd","4","4.997","3","1"
"curdle","6","3.850","4","2"
"curdling","8","3.807","6","3"
"curds","5","4.394","4","1"
"cure","4","9.050","4","1"
"cured","5","7.758","5","1"
"cures","5","7.251","5","1"
"curfew","6","5.694","5","2"
"Curie","5","5.687","5","2"
"curing","6","6.446","6","2"
"curio","5","4.234","6","3"
"curios","6","4.718","7","3"
"curiosity","9","8.438","10","5"
"curious","7","9.924","7","2"
"curiously","9","6.958","9","3"
"curl","4","7.120","3","1"
"curled","6","6.957","4","1"
"curler","6","2.996","4","2"
"curlers","7","4.934","5","2"
"curlicue","8","2.079","7","3"
"curling","7","6.818","5","2"
"curls","5","6.636","4","1"
"curly","5","7.276","4","2"
"curmudgeon","10","5.724","7","3"
"currant","7","4.718","6","2"
"currants","8","4.934","7","2"
"currencies","10","6.937","8","3"
"currency","8","9.182","7","3"
"current","7","11.934","6","2"
"currently","9","11.388","8","3"
"currents","8","7.388","7","2"
"curricula","9","6.284","9","4"
"curricular","10","5.011","10","4"
"curriculum","10","8.324","10","4"
"curriculums","11","5.075","11","4"
"curry","5","7.656","4","2"
"curse","5","8.947","3","1"
"cursed","6","8.831","4","1"
"curses","6","7.460","5","2"
"cursing","7","6.744","5","2"
"cursive","7","5.342","5","2"
"cursory","7","6.436","6","3"
"curt","4","7.917","3","1"
"curtail","7","6.469","5","2"
"curtailed","9","5.670","6","2"
"curtain","7","7.577","4","2"
"curtained","9","3.829","5","2"
"curtains","8","6.796","5","2"
"curtness","8","1.099","6","2"
"curtsy","6","3.332","5","2"
"curvaceous","10","4.357","7","3"
"curvaceously","12","0.000","9","4"
"curvature","9","7.160","6","3"
"curve","5","8.982","3","1"
"curved","6","7.634","4","1"
"curves","6","7.976","4","1"
"curving","7","5.517","5","2"
"cushion","7","6.724","4","2"
"cushioning","10","4.990","6","3"
"cushions","8","6.057","5","2"
"cushy","5","5.429","4","2"
"cusp","4","5.037","4","1"
"cuss","4","5.680","3","1"
"custard","7","6.252","6","2"
"Custer","6","5.953","5","2"
"Custer's","8","4.220","6","2"
"custodial","9","6.292","9","3"
"custodian","9","6.023","9","3"
"custody","7","8.412","7","3"
"custom","6","9.814","6","2"
"customarily","11","5.153","11","5"
"customary","9","6.887","9","4"
"customer","8","10.403","7","3"
"customers","9","10.324","8","3"
"customer's","10","6.788","8","3"
"customhouse","11","1.386","9","3"
"customs","7","8.788","7","2"
"cut","3","11.504","3","1"
"cutaneous","9","6.109","9","3"
"cutaway","7","5.447","6","3"
"cutback","7","4.205","6","2"
"cute","4","9.306","4","1"
"cuteness","8","5.652","7","2"
"cutest","6","5.784","7","2"
"cuticle","7","4.317","7","3"
"cutlass","7","5.598","6","2"
"cutlery","7","5.357","7","3"
"cutlet","6","2.708","6","2"
"cutlets","7","2.944","7","2"
"cutoff","6","6.867","5","2"
"cutout","6","6.531","5","2"
"cutouts","7","5.670","6","2"
"cuts","4","9.442","4","1"
"cutter","6","7.128","4","2"
"cutters","7","6.380","5","2"
"cutthroat","9","5.333","7","2"
"cutting","7","9.534","5","2"
"cuttings","8","6.127","6","2"
"cyanide","7","6.770","6","2"
"cybernetic","10","6.569","9","4"
"Cyclades","8","5.153","8","3"
"cycle","5","9.926","4","2"
"cycled","6","5.690","5","2"
"cycles","6","8.739","5","2"
"cyclic","6","6.715","6","2"
"cyclical","8","6.129","7","3"
"cyclist","7","6.928","7","2"
"cyclone","7","7.968","6","2"
"Cyclops","7","7.143","7","2"
"cyclorama","9","3.258","9","4"
"cyclotron","9","5.447","9","3"
"cylinder","8","8.496","7","3"
"cylinders","9","8.151","8","3"
"cylinder's","10","2.833","8","3"
"cylindrical","11","6.157","10","4"
"cymbal","6","5.953","5","2"
"cynic","5","6.733","5","2"
"cynical","7","8.050","6","3"
"cynically","9","5.153","7","3"
"cynicism","8","6.839","8","4"
"cynics","6","5.649","6","2"
"Cynthia","7","7.781","6","2"
"cypress","7","7.225","6","2"
"Cyprian","7","3.091","7","2"
"Cyprus","6","8.325","6","2"
"cyst","4","5.724","4","1"
"cysts","5","6.082","5","1"
"cytolysis","9","1.386","9","4"
"cytoplasm","9","3.989","9","4"
"czar","4","6.111","3","1"
"czarina","7","2.079","6","3"
"czarship","8","0.000","6","2"
"Czech","5","8.227","3","1"
"Czechoslovakia","14","6.519","12","5"
"dab","3","6.186","3","1"
"dabbed","6","4.248","4","1"
"dabbing","7","3.497","5","2"
"dabble","6","5.328","4","2"
"dabbled","7","5.050","5","2"
"dabbler","7","4.710","5","3"
"dabbles","7","3.367","5","2"
"dabbling","8","5.501","6","3"
"dachshund","9","5.580","8","2"
"dactyls","7","0.693","7","2"
"dad","3","9.378","3","1"
"Dadaism","7","2.303","7","4"
"daddy","5","8.738","4","2"
"daddy's","7","7.059","5","2"
"daffodil","8","4.419","7","3"
"daffodils","9","4.836","8","3"
"daft","4","6.324","4","1"
"dagger","6","7.523","4","2"
"daguerreotype","13","2.485","9","4"
"daily","5","10.574","4","2"
"daintily","8","3.871","7","3"
"dainty","6","5.513","5","2"
"daiquiri","8","3.526","5","3"
"dairy","5","7.895","4","2"
"dairymaid","9","0.000","7","3"
"dairyman","8","3.091","7","3"
"daises","6","0.693","6","3"
"daisies","7","5.697","5","2"
"daisy","5","7.193","4","2"
"Dakota","6","8.299","6","3"
"dale","4","9.201","3","1"
"dales","5","4.615","4","1"
"Dali","4","6.526","4","2"
"Dallas","6","9.814","5","2"
"dalliance","9","3.738","7","2"
"dally","5","3.892","4","2"
"Dalmatian","9","5.680","7","3"
"Dalton","6","7.154","5","2"
"dam","3","8.123","3","1"
"damage","6","10.659","5","2"
"damaged","7","8.961","6","2"
"damages","7","8.356","7","3"
"damaging","8","8.132","7","3"
"Damascus","8","6.282","8","3"
"damask","6","5.220","6","2"
"dame","4","7.989","3","1"
"dammed","6","5.056","4","1"
"damn","4","10.325","3","1"
"damnation","9","6.447","7","3"
"damned","6","9.063","4","1"
"damning","7","6.180","5","2"
"damp","4","7.445","4","1"
"dampen","6","5.841","6","2"
"dampened","8","4.942","7","2"
"dampening","9","6.001","8","3"
"damper","6","6.182","5","2"
"dampness","8","4.860","7","2"
"dams","4","6.417","4","1"
"damsel","6","5.606","5","2"
"Dan","3","10.902","3","1"
"Dana","4","8.621","4","2"
"Dana's","6","4.304","5","2"
"dance","5","10.171","4","1"
"danced","6","7.311","5","1"
"dancelike","9","0.000","7","2"
"dancer","6","8.004","5","2"
"dancers","7","8.128","6","2"
"dances","6","8.082","6","2"
"dancing","7","9.442","6","2"
"dandelion","9","5.447","9","3"
"dandily","7","0.000","7","3"
"dandruff","8","5.366","7","2"
"dandy","5","7.110","5","2"
"Dane","4","7.066","3","1"
"Danes","5","6.430","4","1"
"danger","6","9.450","5","2"
"dangerous","9","10.010","7","3"
"dangerously","11","7.022","9","4"
"dangers","7","7.992","6","2"
"dangle","6","5.624","5","2"
"dangled","7","5.398","6","2"
"dangling","8","7.006","7","3"
"Daniel","6","10.251","6","2"
"Danish","6","7.711","5","2"
"dank","4","6.387","4","1"
"Danny","5","8.897","4","2"
"Dante","5","6.937","5","2"
"Dante's","7","5.118","6","2"
"Danube","6","5.894","6","2"
"Danubian","8","2.197","9","3"
"Daphne","6","6.170","5","2"
"dapper","6","3.850","4","2"
"dapple","6","3.091","4","2"
"dappled","7","4.078","5","2"
"dare","4","9.092","3","1"
"dared","5","7.108","4","1"
"daredevil","9","7.936","7","3"
"dares","5","6.518","4","1"
"daresay","7","5.583","5","2"
"daring","6","7.320","5","2"
"dark","4","11.174","4","1"
"darken","6","5.598","6","2"
"darkened","8","6.574","7","2"
"darkening","9","5.521","8","3"
"darker","6","7.900","5","2"
"darkest","7","6.675","7","2"
"darkhaired","10","1.792","8","2"
"darkly","6","5.852","6","2"
"darkness","8","9.443","7","2"
"darkroom","8","6.480","7","2"
"Darlene","7","6.061","6","2"
"darling","7","7.790","6","2"
"darling's","9","2.197","7","2"
"darn","4","8.415","4","1"
"darned","6","6.938","5","1"
"darning","7","3.932","6","2"
"dart","4","7.410","4","1"
"dartboard","9","3.850","8","2"
"darted","6","5.464","6","2"
"darting","7","5.278","6","2"
"Dartmouth","9","7.549","7","2"
"Darwin","6","7.840","6","2"
"Darwinism","9","6.009","9","4"
"Darwin's","8","5.808","7","2"
"dash","4","8.139","3","1"
"dashboard","9","6.170","7","2"
"dashed","6","6.378","4","1"
"dashes","6","6.089","5","2"
"dashing","7","6.366","5","2"
"data","4","12.226","4","2"
"date","4","11.822","3","1"
"dated","5","9.158","5","2"
"dateline","8","6.340","6","2"
"dates","5","9.810","4","1"
"dating","6","8.653","5","2"
"datum","5","6.506","5","2"
"daub","4","4.477","3","1"
"daubed","6","2.833","4","1"
"daughter","8","9.877","4","2"
"daughters","9","8.221","5","2"
"daughter's","10","7.290","5","2"
"daunt","5","2.485","4","1"
"daunted","7","4.564","6","2"
"daunting","8","6.488","6","2"
"dauntless","9","4.407","7","2"
"dauphin","7","5.781","5","2"
"Dave","4","11.034","3","1"
"Davenport","9","6.988","8","3"
"Dave's","6","7.554","4","1"
"David","5","11.844","5","2"
"David's","7","7.275","6","2"
"dawdle","6","3.689","4","2"
"dawn","4","9.022","3","1"
"dawning","7","5.525","5","2"
"dawns","5","5.142","4","1"
"day","3","12.385","2","1"
"daybed","6","2.079","5","2"
"daybreak","8","4.828","6","2"
"daydream","8","5.838","6","2"
"daydreamed","10","2.944","7","2"
"daydreaming","11","5.468","8","3"
"daylight","8","7.643","5","2"
"daylight's","10","0.000","6","2"
"dayroom","7","1.946","5","2"
"days","4","11.974","3","1"
"day's","5","7.735","3","1"
"daytime","7","8.006","5","2"
"daze","4","6.394","3","1"
"dazed","5","6.560","4","1"
"dazzle","6","5.533","4","2"
"dazzled","7","4.883","5","2"
"dazzles","7","2.639","5","2"
"dazzling","8","6.140","6","3"
"deacon","6","6.184","5","2"
"deacons","7","5.147","6","2"
"deactivated","11","5.656","11","5"
"deactivation","12","4.290","10","5"
"dead","4","11.196","3","1"
"deaden","6","4.511","4","2"
"deadened","8","3.714","5","2"
"deadheads","9","5.971","7","2"
"deadliest","9","6.098","8","3"
"deadline","8","8.746","6","2"
"deadlines","9","7.390","7","2"
"deadliness","10","2.890","8","3"
"deadlock","8","6.346","6","2"
"deadly","6","8.587","5","2"
"deadness","8","2.485","6","2"
"deadpan","7","4.875","6","2"
"deadweight","10","3.497","6","2"
"deadwood","8","4.454","6","2"
"deaf","4","8.719","3","1"
"deafen","6","4.248","4","2"
"deafened","8","4.025","5","2"
"deal","4","11.336","3","1"
"dealer","6","9.779","4","2"
"dealers","7","9.332","5","2"
"dealer's","8","6.820","5","2"
"dealerships","11","5.974","8","3"
"dealing","7","9.975","5","2"
"dealings","8","7.454","6","2"
"deals","5","9.555","4","1"
"dealt","5","9.012","4","1"
"dean","4","9.581","3","1"
"deans","5","5.778","4","1"
"dean's","6","6.532","4","1"
"dear","4","10.294","3","1"
"Dearborn","8","6.547","7","2"
"dearer","6","3.892","4","2"
"dearest","7","6.368","6","2"
"dearie","6","4.963","4","2"
"dearly","6","7.093","5","2"
"dearth","6","5.932","3","1"
"deary","5","4.290","4","2"
"death","5","11.262","3","1"
"deathbed","8","5.846","6","2"
"deathblow","9","5.375","6","2"
"deathly","7","5.288","5","2"
"deaths","6","8.725","4","1"
"deathward","9","2.996","7","2"
"deathwatch","10","5.476","6","2"
"debacle","7","6.558","6","3"
"debark","6","2.303","6","2"
"debarkation","11","2.773","9","4"
"debase","6","4.466","5","2"
"debasement","10","4.554","9","3"
"debatable","9","7.031","8","4"
"debate","6","10.202","5","2"
"debated","7","7.588","7","3"
"debates","7","8.015","6","2"
"debating","8","8.035","7","3"
"debauch","7","2.833","5","2"
"debauchery","10","5.313","8","4"
"debilitate","10","2.890","9","4"
"debilitated","11","3.807","11","5"
"debilitating","12","6.168","11","5"
"debility","8","2.708","8","4"
"debit","5","6.497","5","2"
"debonair","8","3.526","7","3"
"debone","6","1.609","5","2"
"debrief","7","3.807","6","2"
"debris","6","7.474","5","2"
"debt","4","9.560","3","1"
"debtor","6","5.733","4","2"
"debts","5","7.712","4","1"
"debug","5","8.752","5","2"
"debunk","6","5.986","6","2"
"debunking","9","6.122","8","3"
"debut","5","7.991","5","2"
"debutante","9","3.638","9","3"
"debuting","8","3.932","7","3"
"debuts","6","5.118","6","2"
"decade","6","8.853","5","2"
"decadence","9","5.855","7","3"
"decadent","8","5.956","7","3"
"decades","7","8.978","6","2"
"decamp","6","4.143","6","2"
"decant","6","3.807","6","2"
"decanted","8","2.833","8","3"
"decanter","8","3.689","7","3"
"decanting","9","2.485","8","3"
"decapitate","10","4.205","9","4"
"decapitation","12","4.736","10","5"
"decathlon","9","5.017","8","3"
"Decatur","7","6.337","6","3"
"decay","5","8.179","4","2"
"decayed","7","5.561","5","2"
"decaying","8","6.324","6","3"
"decays","6","6.180","5","2"
"decease","7","4.078","5","2"
"deceased","8","7.566","6","2"
"decedent","8","3.871","7","3"
"deceit","6","6.825","5","2"
"deceitful","9","6.087","7","3"
"deceit's","8","0.000","6","2"
"deceive","7","7.170","5","2"
"deceived","8","6.796","6","2"
"deceives","8","4.078","6","2"
"deceiving","9","6.363","7","3"
"decelerate","10","4.691","9","4"
"deceleration","12","5.687","10","5"
"December","8","10.078","7","3"
